Nom,Adresse,Prestations,Tel,Website,page
 Big Fernand ," 8 r Bertin Poirée, 75001 PARIS", , 01 42 46 45 94 ,null http://www.facebook.com/bigfernand http://bigfernand.com,7
 Hôtel Eiffel Blomet HOTELIERE BLOMET ," 78 r Blomet, 75015 PARIS", , 01 48 56 17 84 ,null http://www.facebook.com/hoteleiffelblomet http://www.hoteleiffelblomet.com,7
 JAPAN CENTRE PARIS SARL ," 12 r Pyramides, 75001 PARIS", , 01 82 10 17 38 ,null http://www.facebook.com/japancentre http://www.japancentre.com,7
 Le Marigny ," 1 av Laumière, 75019 PARIS"," Prestations : saladerie, friterie", 01 42 41 78 14 ,null http://www.facebook.com/pages/Tabac-Le-Marigny/110762672346274 http://marques.site-solocal.com,7
 Ugo Traiteur ," 241 r St Jacques, 75005 PARIS"," Prestations : banquet, cocktail, cocktail italien, traiteur italien, buffet chaud, repas d'affaire, repas d'anniversaire, plateau repas, organisation de réceptions, repas végétarien, traiteur à domicile, vente à emporter, livraison de repas à domicile, location de matériel de réception, personnel de réception, maître d'hôtel, cuisinier, apéritif dînatoire, buffet déjeunatoire, buffet dinatoire, buffet froid, buffet de mariage, cocktail apéritif, cocktail déjeunatoire, cocktail dînatoire, cuisine italienne, repas de mariage, repas d'entreprises, repas de famille, repas de fêtes, repas gastronomique, traiteur pour anniversaire, traiteur pour baptême, traiteur pour mariage, fait maison, livraison à domicile", 01 73 79 27 54 ,null http://www.ugotraiteur.com http://ugotraiteur.site-solocal.com,7
 Gomez Ana ," 8 r Auteuil, 75016 PARIS", , 01 53 72 99 54 , ,7
 Passy Traiteur ," 4 r Passy, 75016 PARIS", Prestations : traiteur chinois, 01 43 26 71 00 , ,7
 Big Groupe ," 12 av Villiers, 75017 PARIS", , 09 60 35 53 60 ,null http://www.facebook.com/bigfernand http://bigfernand.com/restaurants/latelier-de-paris-17eme-villiers http://bigfernand.com,7
 Les Nouveaux Delices ," 4 r Rampal, 75019 PARIS", , 06 62 28 74 57 , ,7
 Subway BO3 ," 226 r Fbg St Martin, 75010 PARIS"," Prestations : saladerie, sandwicherie", 06 61 55 75 47 ,null http://www.facebook.com/pages/Bo3/252162081914031 http://www.facebook.com/subway http://www.subway.com/fr-fr,7
 Lastre Sans Apostrophe ," 188 r Grenelle, 75007 PARIS"," Prestations : organisation de réceptions, vente à emporter, fait maison, repas végétarien, repas Végan, parking, accès handicapé", 01 45 27 34 68 ,null http://www.facebook.com/lastresansapostrophe http://lastre-sans-apostrophe.business.site,7
 Chemcham Mohammed ," 11 r Périchaux, 75015 PARIS", , 01 45 72 60 73 ,http://www.facebook.com/pages/Chemcham-Mohammed/1832404017083937,7
 Olivier Theron Traiteur & Evenements ," 15 r Joseph de Maistre, 75018 PARIS", , 01 85 78 28 48 ,http://www.oliviertheron.com,8
 Gondelle Sandrine ," 25 r Banquier, 75013 PARIS", , 09 53 72 39 08 ,http://www.facebook.com/549745898556055,8
 VUONG TRI HUNG ," 97 r Montreuil, 75011 PARIS", , 06 14 59 31 78 , ,8
 Muller Marc ," 11 r Charles Bertheau, 75013 PARIS", , 01 72 38 59 13 ,http://www.patisserie-muller.fr,8
 Harari Mickaël ," 9 r Dobropol, 75017 PARIS", , 01 77 17 21 98 , ,8
 Le Bot Maine ," 14 av Maine, 75015 PARIS", , 01 45 49 48 35 ,null http://www.facebook.com/simplementfrais http://www.le-bot.fr,8
 La Briciola ," 5 pl Octave Chanute, 75020 PARIS"," Prestations : traiteur italien, boisson, vente à emporter", 01 43 64 08 26 ,http://www.facebook.com/labricciola20,8
 Subway ," 228 bd Voltaire, 75011 PARIS"," Prestations : saladerie, sandwicherie", 01 40 09 11 01 ,null http://www.facebook.com/subway http://www.subway.com/fr-fr http://www.subwayfrance.fr,8
 2N TRAITEUR ," 29 r Stéphenson, 75018 PARIS", , 01 42 64 74 88 , ,8
 Faustino Tahar ," 11 r Eugène Gibez, 75015 PARIS", , 01 48 28 15 15 ,null http://www.facebook.com/pages/Alice-Pizza/492326267564397 http://www.alicepizza.com,8
 Melloul Anna ," bât 3 20 r Cauchy, 75015 PARIS", , 01 45 57 06 61 , ,8
 La Boite A Pizza ," 2 av Courteline, 75012 PARIS"," Paiement : Chèques vacances, CB, Visa, Mastercard, Titres restaurants, Espèces", 01 40 19 02 22 ,null http://www.facebook.com/pages/La-Bo%C3%AEte-%C3%A0-Pizza/359783474455689 http://www.facebook.com/laboiteapizzaparis12 http://fr-fr.facebook.com/boiteapizza,8
 Dionysos ," 92 r Lecourbe, 75015 PARIS"," Prestations : traiteur grec, traiteur bio, repas d'anniversaire, repas sans gluten, organisation de réceptions, vente à emporter, repas d'affaire, boisson, traiteurs de france, repas Végan", 01 45 66 41 67 , ,8
 Rouxel Lohan ," 2 r Edmond Gondinet, 75013 PARIS", , 09 84 02 12 98 , ,8
 Saladbar Green Is Better ," bât 1 5 r Vienne, 75008 PARIS", Prestations : saladerie, 01 45 22 53 56 ,null http://www.facebook.com/Saladbar-Green-Is-Better-France-205679382816370 http://www.facebook.com/pages/Saladbar-Green-Is-Better/188881274955836 http://www.greenisbetter.fr,8
 Termidi Ahmed ," 6 av Dode de la Brunerie, 75016 PARIS", , 09 53 36 18 54 , ,8
 Spriet Traiteur ," 22 r Washington, 75008 PARIS"," Prestations : traiteur bio, repas d'affaire, livraison de repas à domicile, repas d'anniversaire, repas sans gluten, repas sans sel, plateau repas, plateau repas bio, organisation de réceptions, boisson, vente à emporter", 01 45 63 22 81 ,null http://www.spriet-traiteur.fr http://www.lacuisinedessaveursparis.fr,8
 Exki France ," 9 bd Malesherbes, 75008 PARIS"," Prestations : saladerie, sandwicherie", 01 42 66 48 77 ,null http://www.facebook.com/pages/Exki-France/640172559512929 http://www.facebook.com/exkirestaurants http://www.exki.be/fr/restaurants,8
 Cantine Vagabonde ," 11 r Aubervilliers, 75018 PARIS", , 01 46 07 44 89 ,null http://www.facebook.com/CantineVagabonde http://www.cantinevagabonde.fr,8
 Subway GREEN SUB MARINE ," 63 r Fondary, 75015 PARIS"," Prestations : sandwicherie, saladerie", 01 83 96 73 42 ,null http://www.facebook.com/SubwayEnFrance http://www.subway.com/fr-fr http://www.subwayfrance.fr,8
 Subway GREEN SUB MARINE ," 63 r Fondary, 75015 PARIS"," Prestations : sandwicherie, saladerie", 01 83 96 73 42 ,null http://www.facebook.com/SubwayEnFrance http://www.subway.com/fr-fr http://www.subwayfrance.fr,9
 BLEND GHOST ," 36 r Paul Barruel, 75015 PARIS", , 01 40 33 08 79 , ,9
 Exki France ," 8 r Danielle Casanova, 75002 PARIS"," Prestations : saladerie, sandwicherie", 01 42 60 80 54 ,null http://www.facebook.com/exkirestaurants http://www.exki.com/en/restaurants/exki-casanova http://www.exki.be/fr/restaurants,9
 Welcome Bagel ," 22 r Washington, 75008 PARIS"," Paiement : Visa, Mastercard", 01 40 76 07 90 ,null http://www.facebook.com/bagelcorner http://bagelcorner.fr,9
 Myyaamm ," 2 r Hauteville, 75010 PARIS", , 07 50 29 58 81 ,null http://www.facebook.com/MyamBio http://www.pinterest.com/myyaam http://myyaam.com,9
 Grand Chemin ," 36 bd Jourdan, 75014 PARIS"," Prestations : traiteur halal, traiteur à domicile, boisson, livraison de repas à domicile, location de matériel de réception, location de vaisselle, location de salle, personnel de réception, maître d'hôtel, cuisinier, traiteur bio, repas d'affaire, repas d'anniversaire, repas sans gluten, repas sans sel, plateau repas, plateau repas bio, organisation de réceptions", 01 42 79 04 60 ,null http://www.facebook.com/GrandCheminEvent http://www.grandchemin.fr,9
 Poke me 4 ," 14 r Charles V, 75004 PARIS", , 06 09 22 96 42 , ,9
 Tom ," 39 r Bretagne, 75003 PARIS", , 01 42 77 55 05 , ,9
 Welcome Bio Cuisine ," 11 r Boulle, 75011 PARIS"," Prestations : fast food bio, fast food sans gluten, fast food végétarien, fast food végan, restauration rapide bio, commande en ligne, plat à emporter, livraison à domicile", 01 43 38 13 88 ,http://welcomebio.byclickeat.fr,9
 Lenôtre Paris ," 48 av Victor Hugo, 75116 PARIS", , 01 45 02 21 21 ,null http://www.facebook.com/pages/Chez-Lenotre/156444707720431 http://www.facebook.com/Lenotre http://www.lenotre.com,9
 Kwetuenda Jeancy ," 7 r Simon Le Franc, 75004 PARIS", , 01 81 29 91 70 , ,9
 Menue ," 25 r Forge Royale, 75011 PARIS"," Prestations : traiteur à domicile, traiteur bio, repas d'affaire, repas d'anniversaire, repas sans gluten, repas sans sel, plateau repas, plateau repas bio, organisation de réceptions, boisson, vente à emporter, livraison de repas à domicile, location de matériel de réception, location de vaisselle, personnel de réception, maître d'hôtel, cuisinier, repas végétarien, repas Végan", 01 44 49 95 40 ,null http://www.facebook.com/pages/menue/646662595351503 http://www.facebook.com/Menue-646662595351503 http://menue.fr/contact,9
 Burgio Costanza ," 1 r Germaine Tailleferre, 75019 PARIS", , 09 52 68 64 96 ,null http://facebook.com/pages/Costanza-Trattoria-su-misura/154407184616286 http://www.costanzacatering.com,9
 FRICHTI ," 32 av St Mandé, 75012 PARIS", , 06 73 03 88 43 , ,9
 Cerise Sur L'anneau ," 91 r Faubourg St Honoré, 75008 PARIS"," Prestations : traiteur à domicile, repas d'affaire, repas d'anniversaire, plateau repas, cuisinier", 01 42 08 86 13 ,http://ceris.fr,9
 Sept BR ," 58 r Meaux, 75019 PARIS", , 01 45 55 00 43 , ,9
 Giacomo by Gusto Italia ," 201 r Grenelle, 75007 PARIS"," Prestations : repas d'anniversaire, plat à emporter, climatisation", 01 45 35 96 50 ,null http://www.giacomobygustoitalia.fr http://www.facebook.com/Giacomo-Gusto-Italia-1426096627640708 http://www.facebook.com/pages/Gusto-Italia/1701031663244897,9
 Boutique Mavrommatis Passy ," 70 av Paul Doumer, 75116 PARIS", , 01 44 75 53 22 ,null http://www.facebook.com/mavrommatisrestaurantpassy http://www.facebook.com/mavrommatispassy http://www.mavrommatis.com,9
 Peyron Ondine ," 23 r Pierre Demours, 75017 PARIS", , , ,9
 MADAME LISA HAZAN ," 11 r Paul Henri Grauwin, 75012 PARIS", , , ,9
 Jin Xien ," 98 r Raymond Losserand, 75014 PARIS", , 09 53 16 60 84 , ,10
  Bchef ," 50 Bis r Mstislav Rostropovitch, 75017 PARIS", , 01 56 92 06 28 ,null http://www.facebook.com/BCHEFOfficiel http://bchef.fr,10
 Mc The ," 5 r Chabanais, 75002 PARIS", , 01 42 36 39 37 , ,10
 Quick ," 122 av Champs Elysées, 75008 PARIS"," Paiement : CB, Visa, Mastercard, American Express, Titres restaurants", 01 53 75 10 75 ,null http://www.facebook.com/Quick-845897912282091 http://www.facebook.com/Quick http://www.facebook.com/pages/Quick-champs-%C3%A9lys%C3%A9es-/169793493046147,10
 Rôtisserie Stévenot ," 31 r Bretagne, 75003 PARIS", , 01 42 78 56 87 ,null http://www.facebook.com/rotisseriestevenot1 http://www.rotisseriestevenot.fr,10
 Poulet Rouge ," 184 r Cardinet, 75017 PARIS", Paiement : Espèces, 01 46 27 60 21 ,null http://www.poulet-rouge.fr http://www.pizzeria-lucania-paris.fr,10
 Balmaga ," 21 pl République, 75003 PARIS"," Prestations : repas d'affaire, location de salle", 06 50 39 02 41 , ,10
 Bagelstein ," 35 r Vaugirard, 75006 PARIS", , 01 77 19 52 89 ,null http://www.facebook.com/pages/bagelstein-vaugirard/394859903998049 http://www.facebook.com/BagelsteinVaugirard http://www.bagelstein.com,10
 Subway ," 1 av Secrétan, 75019 PARIS"," Prestations : saladerie, sandwicherie", 09 54 38 97 09 ,null http://www.facebook.com/subway http://www.subway.com/fr-fr http://www.subwayfrance.fr,10
 Traiteur Ju Bin ," 9 r Lourmel, 75015 PARIS", , 01 45 77 03 39 ,http://www.facebook.com/pages/Snack-Traiteur-J%C3%BB-Bin/278041029316056,10
 Le Purgatoire ," 54 r Paradis, 75010 PARIS"," Prestations : repas d'affaire, location de vaisselle, location de salle, personnel de réception, maître d'hôtel, cuisinier", 01 48 78 77 13 ,null http://www.facebook.com/lepurgatoire54paradis http://www.le-purgatoire-paris.fr,10
 Cojean raspail ," 42 bd Raspail, 75007 PARIS", Prestations : sandwicherie, 01 42 84 32 06 ,null http://www.facebook.com/cojeanrestaurants http://www.cojean.fr http://cojean.fr/#!/news,10
 Bauchard Catherine ," 15 r Lahire, 75013 PARIS", , 06 11 97 08 91 , ,10
 Sens Uniques ," 44 r Damrémont, 75018 PARIS"," Prestations : brunch, repas d'affaire, repas d'anniversaire, repas sans gluten, plateau repas, repas végétarien, traiteur à domicile, location de matériel de réception, location de vaisselle, personnel de réception, maître d'hôtel, banquet, buffet déjeunatoire, buffet dinatoire, buffet de mariage, cocktail, cocktail apéritif, cocktail déjeunatoire, cocktail dînatoire, cuisine française, cuisine gastronomique, organisation de mariage, organisation de séminaire, ouvert 7/7, repas d'entreprise, repas de famille, repas gastronomique, traiteur pour anniversaire, traiteur pour mariage, traiteur végétarien, organisation de baptême, fait maison, vente en ligne, tapas", 01 42 23 04 63 ,null http://www.facebook.com/sensuniques http://www.sensuniques.fr http://sensuniques.site-solocal.com,10
 Viala Gourmet ," 8 r Viala, 75015 PARIS"," Prestations : traiteur asiatique, traiteur halal, boisson, vente à emporter", 01 40 59 42 83 , ,10
 Un Monde Gourmand ," 18 r Poissonnière, 75002 PARIS"," Prestations : traiteur halal, repas d'affaire, personnel de réception, maître d'hôtel, cuisinier, repas d'anniversaire, repas sans gluten, repas sans sel, plateau repas, plateau repas bio, location de matériel de réception, location de vaisselle, location de salle", 09 62 57 30 73 ,null http://www.facebook.com/UnMondeGourmand http://www.mondegourmand.com,10
 Maison Lacaille ," 53 r Guy Moquet, 75017 PARIS"," Prestations : traiteur à domicile, repas d'affaire, location de salle, personnel de réception, maître d'hôtel, cuisinier, repas d'anniversaire, repas sans gluten, repas sans sel, plateau repas, organisation de réceptions, boisson, livraison de repas à domicile, location de vaisselle", 01 42 63 04 20 ,null http://fr-fr.facebook.com/Maisonlacailleparis/ http://www.maisonlacaille.com/,10
 Vigneau Desmarest ," 107 r Sèvres, 75006 PARIS", , 01 42 22 10 55 ,null http://www.facebook.com/VigneauDesmarest http://www.vdem.fr,10
 Boucherie Gilles ," 36 r Pergolèse, 75116 PARIS", , 01 45 00 71 17 , ,10
 Ciore ," 6 r Malher, 75004 PARIS", , 01 74 64 20 30 , ,10
 Ciore ," 6 r Malher, 75004 PARIS", , 01 74 64 20 30 , ,11
 Ô Divin Primeur ," 128 r Belleville, 75020 PARIS", , 01 43 66 62 63 , ,11
 Croc & Co ," 3 r Fossés St Jacques, 75005 PARIS", , 06 58 34 67 37 ,http://crocnco.com,11
 AL PICOLO ," 34 r Duret, 75116 PARIS"," Paiement : CB, Visa, Mastercard, American Express, Titres restaurants, Espèces", 01 45 00 15 39 ,http://www.facebook.com/alpiccoloparis,11
 Sakura Sushi ," 8 r Lamblardie, 75012 PARIS", , 01 43 46 00 48 ,null http://www.sushisakura.fr http://sakura-sushi-japonais-paris12-livraison.business.site,11
 Afroodiziak ," 42 bd Magenta, 75010 PARIS", , 06 50 95 98 03 ,http://www.afroodiziak.com/contactus,11
 HD Traiteur ," 17 r Henry Monnier, 75009 PARIS", , 06 26 86 24 66 ,http://hd-traiteur.com,11
 Thai Surin ," 77 r Charonne, 75011 PARIS"," Prestations : traiteur asiatique, repas d'affaire, repas d'anniversaire, plateau repas, organisation de réceptions, repas végétarien, repas Végan, boisson, vente à emporter, livraison de repas à domicile, location de vaisselle, location de salle, personnel de réception, maître d'hôtel, cuisinier", 06 18 68 69 54 , ,11
 Cheung Elisabeth ," 13 sq Gabriel Fauré, 75017 PARIS"," Prestations : traiteur asiatique, traiteur à domicile, repas d'anniversaire, repas sans sel, plateau repas, livraison de repas à domicile", 01 73 71 13 68 , ,11
 Autour du Saumon Martyrs ," 56 r Martyrs, 75009 PARIS", , 01 48 78 47 58 ,null http://www.autourdusaumon.eu http://www.autourdusaumon.eu/index.php,11
 Au Paradis Gourmand ," 48 r Curial, 75019 PARIS"," Prestations : livraison de repas bio, traiteur antillais, traiteur asiatique, traiteur chinois, traiteur japonais, traiteur italien, traiteur marocain, traiteur halal, traiteur casher, traiteur à domicile, repas d'affaire, repas d'anniversaire, plateau repas, organisation de réceptions, boisson, livraison de repas à domicile, location de vaisselle, personnel de réception, maître d'hôtel, cuisinier, traiteurs de france, fait maison, parking, accès handicapé", 06 21 64 71 59 ,http://www.facebook.com/pages/Au-Paradis-Gourmand/412703572426316,11
 L'Etoile Du Sud ," 10 r L'Olive, 75018 PARIS"," Prestations : traiteur marocain, traiteur halal, repas d'affaire, repas d'anniversaire, repas sans gluten, repas sans sel, plateau repas, organisation de réceptions, boisson, vente à emporter, livraison de repas à domicile, cuisinier, fait maison, repas végétarien, accès handicapé", 01 40 36 20 29 , ,11
 Exki France ," 18 r La Boétie, 75008 PARIS"," Prestations : saladerie, sandwicherie", 01 43 87 52 48 ,null http://www.facebook.com/exkirestaurants http://www.exki.be/fr/restaurants http://www.exki.be/fr/restaurants/exki-la-boetie,11
 Chez Jad ," 7 r Aubervilliers, 75018 PARIS", , 09 86 27 31 10 ,http://www.facebook.com/Chez-jad-restaurent-libanais-178304802799147/,11
 Jamon Jamonito Jojota ," 9 r Denoyez, 75020 PARIS", , 01 42 22 64 56 ,http://www.facebook.com/jamonjamonITO,11
 EPI-CHIARA ," 11 r Dupin, 75006 PARIS", , 01 58 51 13 93 ,null http://www.facebook.com/pages/epi-dupin/194196950657852 http://www.facebook.com/pages/Food-LEpi/158491197510517 http://www.epidupin.com,11
 Hely Philippe ," 3 r Marcel Dubois, 75012 PARIS", , 01 47 07 10 98 , ,11
 Balgelstein ," r St Lazare, 75000 PARIS", , 06 29 39 12 27 ,null http://www.facebook.com/bagelstein http://www.bagelstein.com,11
 Missera antoine ," bât B 74 r Lecourbe, 75015 PARIS", , , ,11
 Oguic Nicolas ," 223 r Pyrénées, 75020 PARIS", , , ,11
 Bon'App ," 79 r Roquette, 75011 PARIS", , 09 50 86 05 77 ,http://website-150743705567594433378-cateringservice.business.site/,12
 Burgarella Sophie ," 72 r Claude Decaen, 75012 PARIS", , 09 81 77 49 22 , ,12
 Quick ," 11 pl Clichy, 75017 PARIS"," Paiement : CB, Visa, Mastercard, Titres restaurants", 01 45 22 49 77 ,null http://www.facebook.com/Quick http://www.facebook.com/pages/Quick/271780309949916 http://www.quick.fr/place-de-clichy,12
 Apulia ," 32 r Liancourt, 75014 PARIS", , 06 66 37 31 32 ,http://www.facebook.com/ApuliaParis,12
 Caisse Des Ecoles (4è arrondissement) ," 2 pl Baudoyer, 75004 PARIS", , 01 53 01 93 50 , ,12
 Angela E Lionello ," 107 r Didot, 75014 PARIS"," Prestations : traiteur italien, repas d'affaire, repas d'anniversaire, organisation de réceptions, vente à emporter, boisson, cuisinier, fait maison, repas végétarien, parking", 01 45 42 97 21 , ,12
 Bagels ," C 0 18 bd Montmartre, 75009 PARIS", , 09 61 68 83 28 ,http://bagelstein.com,12
 Salon Petrossian ," 13 bd La Tour-Maubourg, 75007 PARIS", , 01 44 11 32 34 , ,12
 Foodcheri ," 99 r Tocqueville, 75017 PARIS", , 09 87 46 75 83 ,http://foodcheri.com,12
 Burger King Paris Montparnasse ," 84 bd Montparnasse, 75014 PARIS"," Paiement : Chèques vacances, Chèques cadeaux, Espèces, CB, Visa, Mastercard, American Express, Titres restaurants", 01 82 73 13 86 ,null http://www.facebook.com/burgerkingparismontparnasse http://www.facebook.com/burgerkingfranceofficiel http://www.burgerking.fr/restaurant/paris-montparnasse,12
 TOURS DE CUISINE ," 129 av Gambetta, 75020 PARIS", , 01 84 06 66 19 ,null http://toursdecuisine.com http://toursdecuisine.fr,12
 Maison Daly ," 15 r Abbé Groult, 75015 PARIS", , 01 45 33 96 92 , ,12
 Subway ," 32 r Londres, 75009 PARIS"," Prestations : saladerie, sandwicherie", 0 820 20 54 05 ,null http://www.facebook.com/subway http://www.subway.com/fr-fr http://www.subwayfrance.fr,12
 WP Wedding Planner ," 8 r Fbg Poissonnière, 75010 PARIS", , 06 21 02 21 01 ,http://www.wp-weddingplanner.fr,12
 Burger King ," 187 av Clichy, 75017 PARIS"," Paiement : Espèces, CB, Visa, Mastercard, Titres restaurants", 01 42 29 24 02 ,null http://www.facebook.com/burgerkingportedeclichy http://www.facebook.com/burgerkingfranceofficiel/timeline?ref=page_internal http://www.burgerking.fr/restaurants/q/paris-le-malot,12
 Home Plazza ," 74 r Amelot, 75011 PARIS", , 01 40 21 22 84 ,null http://www.facebook.com/lesjardinsdumarais http://www.facebook.com/pages/H%C3%B4tel-Les-Jardins-Du-Marais-Paris-11%C3%88me/302745019740492 http://www.lesjardinsdumarais.com,12
 Cocktails Et Communications ," 26 1 2 26 r Montiboeufs, 75020 PARIS"," Prestations : repas d'affaire, repas d'anniversaire, organisation de réceptions", 01 40 30 16 36 ,null http://www.facebook.com/pages/cocktails-et-communications/277663896025512 http://www.cocktails-communication.com,12
 Traiteur Au Rendez-Vous Gourmet ," 2 r Rendez Vous, 75012 PARIS"," Prestations : vente à emporter, cocktail apéritif, buffet déjeunatoire, buffet froid", 01 43 07 57 17 ,null http://www.facebook.com/pages/Au-Rendez-Vous-Gourmet/316075399512 http://traiteur-au-rendez-vous-gourmet.business.site,12
 Jour ," 36 av Opéra, 75002 PARIS", Prestations : saladerie, 01 47 17 17 90 ,null http://www.jour.fr/restaurants http://jour.fr,12
 Sushi Fusion ," 340 r Vaugirard, 75015 PARIS", , 01 56 23 90 60 , ,12
 LA VRAIE PAELLA ," 27 bd St Martin, 75003 PARIS", , 0 800 434 315 , ,13
 Chouquette ," 12 Bis pl Italie, 75013 PARIS", , 01 45 65 43 64 , ,13
 QIAN GOUT ," 4 av Parmentier, 75011 PARIS", , 01 43 79 87 96 , ,13
 Bagelstein ," 25 r Bréa, 75006 PARIS", , 01 42 02 40 33 ,null http://www.facebook.com/BagelsteinBrea http://www.bagelstein.com/magasin/105,13
  Arrivederci Pizzeria ," 47 r Gay Lussac, 75005 PARIS"," Prestations : climatisation, repas d'anniversaire, plat à emporter, Animaux acceptés , plat du jour, dessert, salade, boisson", 01 77 32 45 57 ,null http://www.facebook.com/Arrivederci-pizzeria-313934802390625 http://www.arrivederci-paris.com,13
 MAISON AUGUSTE ," 215 r Vaugirard, 75015 PARIS", , 01 83 92 07 15 , ,13
 Le Club Gourmet ," 51 Bis r Cler, 75007 PARIS", , 01 42 73 94 53 , ,13
 Les Desserts De Jacques ," 7 r Maillard, 75011 PARIS"," Prestations : repas d'affaire, repas d'anniversaire, organisation de réceptions, vente à emporter, location de matériel de réception", 09 71 47 44 40 , ,13
 Quick Chicken ," 60 r Ruisseau, 75018 PARIS", , 09 54 70 47 24 ,http://livraisonchicken.fr,13
 Maison Lutz ," 346 r Pyrénées, 75020 PARIS", , 09 73 62 31 00 , ,13
 Duquenoy Nicolas ," 33 r Rambuteau, 75004 PARIS", , 01 42 72 26 63 , ,13
 Physalis ," 21 r Casimir Périer, 75007 PARIS"," Prestations : repas d'affaire, repas d'anniversaire, location de matériel de réception, location de vaisselle, location de salle, personnel de réception", 01 56 58 00 27 ,http://www.physalisevents.com,13
 KATUGAMPOLA RANAWEERA Sandya ," 178 r Raymond Losserand, 75014 PARIS", , 06 46 13 05 00 , ,13
 GIRAUDET SAS PARIS ," 16 r Mabillon, 75006 PARIS", Prestations : vente à emporter, 01 43 25 53 00 ,http://www.giraudet.fr,13
 VUONG TRI HUNG ," 97 r Montreuil, 75011 PARIS", , 06 14 59 31 78 , ,13
 Feuillantine Traiteur ," 52 r Castagnary, 75015 PARIS"," Prestations : repas d'affaire, plateau repas, location de matériel de réception, location de vaisselle, location de salle, personnel de réception, maître d'hôtel, cuisinier", 01 45 33 17 34 ,http://www.feuillantine.fr,13
 Tess ," 33 r Acacias, 75017 PARIS", , 09 54 19 96 87 ,null http://www.facebook.com/LaMaisonTess http://lessourcestraiteur.com http://maison-tess.com,13
 Pavillon Gabriel - Potel et Chabot ," 5 av Gabriel, 75008 PARIS"," Prestations : cocktail, organisation de baptême, organisation de mariage, traiteur pour anniversaire, traiteur pour mariage", 01 42 68 18 18 ,http://poteletchabot.com,13
 LE GRENIER DE NOTRE DAME ," 18 r Bûcherie, 75005 PARIS", Prestations : petit déjeuner, 01 43 29 98 29 ,null http://www.facebook.com/LeGrenierDeNotreDame http://www.legrenierdenotredame.fr http://legrenierdenotredame.site-solocal.com,13
 Bon'App ," 79 r Roquette, 75011 PARIS", , 09 50 86 05 77 ,http://website-150743705567594433378-cateringservice.business.site/,13
 Bamboo Maubert ," 2 r Montagne Ste Geneviève, 75005 PARIS"," Prestations : traiteur asiatique, traiteur chinois, boisson, vente à emporter", 09 73 58 03 39 , ,14
 FABRIQUE DE BOUCHONS ," 17 r Brochant, 75017 PARIS", , 01 58 59 06 47 ,null http://www.facebook.com/samfabien http://fabriquedebouchons.fr,14
 KM EVENTS SARL ," 118 130 Paris 19 118 av Jean Jaurès, 75019 PARIS", , 06 76 59 53 72 , ,14
 Le Traiteur Du Bois Le Vent ," 63 r Boulainvilliers, 75016 PARIS"," Prestations : traiteur libanais, traiteur halal, traiteur à domicile, repas d'affaire, repas d'anniversaire, plateau repas, organisation de réceptions, boisson, vente à emporter, livraison de repas à domicile", 01 45 25 50 04 ,null http://www.facebook.com/boislevent http://www.boislevent.com,14
 Subway ," 39 r Joubert, 75009 PARIS","  Prestations : saladerie, sandwicherie", 0 820 20 54 05 ,null http://www.facebook.com/SubwayEnFrance http://www.subway.com/fr-fr http://www.subwayfrance.fr,14
 The Parisian Kitchen ," 4 r Tocqueville, 75017 PARIS", , 06 16 93 34 06 ,http://www.theparisiankitchen.com,14
 S T A L ," 59 av Mozart, 75016 PARIS", , 01 72 38 02 05 ,null http://www.facebook.com/pages/S-T-A-l/1836808169901861 http://www.facebook.com/59avenueMozart,14
 Goolaup Geerdhary ," 44 r Rébeval, 75019 PARIS", , 01 83 94 70 18 ,http://www.facebook.com/pages/Goolaup-Geerdhary/423105034720606,14
 Lina's ," 50 r Etienne Marcel, 75002 PARIS"," Prestations : sandwicherie, saladerie", 01 42 33 37 37 ,null http://www.facebook.com/pages/Linas-Cafe/69847869135 http://www.facebook.com/Linasparisvictoires http://linasparis.com/fr,14
 Norbab Texas ," bât 1 72 r Rambuteau, 75001 PARIS", , 06 60 72 77 76 , ,14
 Eat Salad ," 19 bd Montmartre, 75002 PARIS", Prestations : saladerie, 09 69 36 77 10 , ,14
 Nextdays ," 5 r Henri Duchêne, 75015 PARIS", , 01 45 01 29 17 , ,14
 Subway ," 154 r Belleville, 75020 PARIS"," Prestations : saladerie, sandwicherie", 09 53 30 99 42 ,null http://www.facebook.com/SubwayEnFrance http://www.subway.com/fr-fr http://www.subwayfrance.fr,14
 COJEAN ," r Châteaudun, 75009 PARIS", Prestations :  sandwicherie, 01 44 63 08 68 ,null http://www.facebook.com/cojeanrestaurants http://www.cojean.fr,14
 L'Ardoisier ," 86 r Charenton, 75012 PARIS", , 01 43 07 93 93 ,null http://www.facebook.com/Ardoisier http://www.lardoisier.com,14
 Dionysos ," 14 r Petits Carreaux, 75002 PARIS", , 01 40 26 05 64 ,null http://www.facebook.com/pages/Traiteur-Dionysos/697057240364092 http://www.traiteurdionysos.fr,14
 Lourabi Hichem ," 231 r Belleville, 75019 PARIS"," Prestations : Traiteur libanais, Traiteur marocain, Traiteur halal, Traiteur à domicile, Vente à emporter, Livraison de repas à domicile, Repas d'affaires, Repas d'anniversaire, Repas sans gluten, Repas sans sel, Plateaux repas, Organisation de réceptions", 09 51 63 07 02 , ,14
 Au Vieux Cèdre ," 21 r St Jacques, 75005 PARIS", , 01 46 33 66 59 , ,14
